wavelength,Cycle_1_0,Cycle_2_0,Cycle_3_0,Cycle_4_0,Cycle_5_0,Cycle_6_0,,Peak Spectroscopy,,,
324.8572,5805.9822,12289.7026,16485.0398,16627.8117,5852.8188,13050.2952,,,,,
324.8582,5494.3277,12532.7131,17609.2988,16262.2005,5496.1885,11312.47,,,,,
324.8592,5675.8783,12756.6035,18017.8414,18880.2461,5760.6587,11415.4702,,,,,
324.8602,5436.6457,11529.8811,17661.1169,16751.2075,5530.8258,11641.0246,,,,,
324.8612,5656.669,12188.2227,18507.4817,16661.0435,5760.8509,11897.7548,,,,,
324.8622,4957.6832,12095.4178,18781.9971,17363.878,5475.5785,10042.2718,,,,,
324.8632,5204.8641,11456.1852,18020.455,16271.842,5937.8922,11907.2583,,,,,
324.8642,5269.7287,11388.7562,18965.7245,16625.5939,5864.8723,11714.8886,,,,,
324.8652,5251.3738,11431.0143,16118.7765,17014.4213,5800.6144,12360.9399,,,,,
324.8662,4904.4864,10658.7432,17796.46,17176.0045,6560.1351,11644.9507,,,,,
324.8672,5357.3178,11384.9687,18739.6793,15894.1429,5682.2349,10830.9341,,,,,
324.8682,4797.8793,10768.1015,18814.2161,16504.3669,5451.1218,11020.5315,,,,,
324.8692,4914.3463,10116.4088,18665.0484,17847.0868,6074.8252,10697.937,,,,,
324.8702,4718.388,10596.5382,19212.9101,17883.951,5736.8964,11652.4516,,,,,
324.8712,4729.4465,11321.1874,18391.335,16901.6825,6701.4552,11487.7257,,,,,
324.8722,4657.1318,11324.3433,19240.5564,16868.9938,5692.8643,12132.2273,,,,,
324.8732,4864.4225,12222.3004,18732.0137,17090.3554,6259.0062,11825.5657,,,,,
324.8742,4757.9872,11910.2842,17156.3879,17958.7731,6397.8339,11008.6949,,,,,
324.8752,5203.7646,11313.3496,17273.712,15679.074,5949.0742,10230.0457,,,,,
324.8762,4704.067,11195.0917,17132.7797,15956.388,5589.5097,11542.3976,,,,,
324.8772,4675.9016,10316.9789,17850.6124,16660.1061,6840.1976,11376.3789,,,,,
324.8782,4263.4765,10375.0477,19452.489,16171.6941,6312.3635,11974.3183,,,,,
324.8792,4939.0227,10360.9093,15623.0696,14686.6007,6742.7808,10863.1682,,,,,
324.8802,4485.7125,10982.4871,16913.6747,14519.5817,6220.8662,11894.2116,,,,,
324.8812,4564.6254,10928.415,16799.4921,14555.7861,6765.1754,11006.8525,,,,,
324.8822,4852.8677,10725.7161,19246.528,14738.6161,6916.4626,10847.1795,,,,,
324.8832,3794.4681,10747.9375,16879.8356,14284.4769,6841.4671,12755.9862,,,,,
324.8842,4033.5817,11621.176,17717.2632,14373.4207,7002.0542,11593.5759,,,,,
324.8852,4596.8302,11854.8205,16832.8688,13733.345,7015.4417,12177.7159,,,,,
324.8862,4370.4793,11822.2509,18534.1077,13956.6534,6774.0863,12025.3234,,,,,
324.8872,4298.6208,9024.9963,17002.3294,13754.2784,6618.5648,13175.3278,,,,,
324.8882,4171.2885,9510.6195,17279.332,12217.5072,6657.3717,12918.231,,,,,
324.8892,4551.0132,10689.9898,16479.5684,12682.5484,5994.4726,14363.6768,,,,,
324.8902,4324.1718,10753.6918,17027.7199,13641.9919,7237.18,15239.5822,,,,,
324.8912,4420.8313,9156.5025,18396.9888,12774.9607,7499.0784,14959.1589,,,,,
324.8922,4777.3236,8836.1937,17093.7487,11827.1406,7062.256,14868.7996,,,,,
324.8932,4909.091,8405.6401,18320.6538,12510.6932,7338.1277,17644.6888,,,,,
324.8942,4766.4253,10263.4888,16508.6182,11965.6714,7215.9895,15948.9737,,,,,
324.8952,4317.7196,10581.2197,17152.1679,11882.5851,7474.5585,16380.2788,,,,,
324.8962,4461.2555,9355.032,17019.4439,12070.3506,7104.3947,16512.9832,,,,,
324.8972,4125.339,9473.5839,18076.5492,11368.698,6943.0459,18935.0502,,,,,
324.8982,4901.1901,8720.8652,14939.9286,10562.1837,7747.9852,19362.3627,,,,,
324.8992,4586.8982,8901.5461,17823.3534,10292.3712,8388.0574,19140.1087,,,,,
324.9002,4280.0689,9084.933,18229.0664,10249.0765,7188.4725,19943.115,,,,,
324.9012,4966.5701,9308.9053,17450.8864,10161.0662,7496.458,20037.7813,,,,,
324.9022,4887.8434,9084.1513,18729.7834,9923.3547,6719.9005,20002.5938,,,,,
324.9032,4439.192,9101.3743,17454.8993,10019.1304,7024.657,22082.3423,,,,,
324.9042,4476.6099,9043.2484,18465.363,9539.3264,7543.8973,24316.2829,,,,,
324.9052,4502.9747,8396.7028,18328.2565,10126.1956,7413.1454,22233.8282,,,,,
324.9062,4333.2331,8456.9482,18066.8371,9560.5448,8006.2972,22856.194,,,,,
324.9072,4216.2394,7683.8792,19546.5416,8704.892,7075.8784,25371.4609,,,,,
324.9082,4468.1762,8160.2988,19268.6775,9009.0707,7828.6762,21130.99,,,,,
324.9092,4994.0403,6872.8968,18712.2149,9425.6467,7239.6219,27597.2194,,,,,
324.9102,4449.4001,7591.3547,19503.8123,8748.6228,7661.2828,26151.7751,,,,,
324.9112,4887.8173,7605.3503,19360.8434,8261.7486,7443.4452,24338.6701,,,,,
324.9122,4625.4369,7791.7911,18718.1464,8653.9481,7711.1353,27560.9758,,,,,
324.9132,4902.2228,7609.118,17993.9345,8714.3413,6382.0039,26951.5475,,,,,
324.9142,4617.2471,8191.565,20042.0221,8486.0022,8028.6485,25024.5373,,,,,
324.9152,5917.0871,6870.7791,20668.2921,8991.4948,6669.974,25109.5018,,,,,
324.9162,4369.5478,6978.6509,20954.7898,8855.3586,7122.7349,27361.2265,,,,,
324.9172,5395.9889,7482.1918,21732.5066,8487.9965,6881.0644,26057.5819,,,,,
324.9182,5503.2596,7145.5003,20163.9271,8741.7557,7359.3565,26390.6904,,,,,
324.9192,5861.0268,7154.0009,22564.7731,9461.9252,6645.3061,28972.3966,,,,,
324.9202,5452.4323,6847.6103,22327.8754,8711.689,6762.6022,25174.4865,,,,,
324.9212,5284.4172,7318.6863,20477.2371,10622.7836,6812.6124,25899.6153,,,,,
324.9222,5598.0854,7273.6736,23578.2533,9283.2666,6213.8897,26987.7078,,,,,
324.9232,6140.1559,6941.9407,20565.6813,9810.3061,6126.6912,24072.2157,,,,,
324.9242,6148.2506,6664.6968,21135.4095,9567.5396,6820.6492,22519.4644,,,,,
324.9252,6150.7688,6321.6787,24265.9826,9540.0859,5979.3729,22272.4973,,,,,
324.9262,5848.9309,6312.4045,23528.3507,10520.4435,6111.7909,25017.0242,,,,,
324.9272,6568.4869,6332.752,23504.8356,10913.7112,6365.1586,22142.8253,,,,,
324.9282,6930.7601,6874.9017,26395.8695,10670.5922,6171.0158,19049.9419,,,,,
324.9292,6804.7193,6511.0795,22863.8259,10302.8759,6312.2972,20511.3155,,,,,
324.9302,6602.228,6604.426,26193.1757,9987.6169,5854.8406,21870.6609,,,,,
324.9312,8034.6335,6920.9525,25155.2782,10854.9444,5699.9205,19096.9951,,,,,
324.9322,6737.3988,6590.8759,22128.0298,10884.0161,6238.4176,17930.909,,,,,
324.9332,7819.2591,6263.5499,26487.7198,10870.1071,5225.9128,17765.9579,,,,,
324.9342,7918.445,5907.2882,27123.3414,12110.8967,5099.0558,16913.5641,,,,,
324.9352,8505.9873,6528.125,26764.1243,11327.9083,5727.3728,15670.7233,,,,,
324.9362,8018.3562,6268.0956,28263.652,11584.8536,4712.265,15386.2016,,,,,
324.9372,8739.1696,6169.8692,26327.9848,11548.0015,4831.6108,14471.4353,,,,,
324.9382,9670.3372,5724.7371,25700.8622,10327.1722,5114.2269,13661.0483,,,,,
324.9392,10025.295,6175.2668,28468.7597,12195.6327,4683.7974,12580.5898,,,,,
324.9402,9130.3815,5588.3886,29072.8342,10244.5354,4943.7614,12045.1855,,,,,
324.9412,9332.5635,6730.2825,31535.5773,11410.9173,3922.852,12056.4643,,,,,
324.9422,10657.9673,6637.0471,27223.0361,11404.6431,4806.817,11836.3989,,,,,
324.9432,10668.5772,5986.9928,28763.3736,11845.41,4702.4836,11604.0089,,,,,
324.9442,10142.876,6142.0944,29704.3054,12545.1506,4300.8485,10904.3915,,,,,
324.9452,11720.8104,6258.6936,30770.5418,11442.0249,3383.4975,10147.773,,,,,
324.9462,12115.8616,6446.5398,31441.1892,10850.9352,3909.5108,9716.538,,,,,
324.9472,11788.306,6291.2133,35243.503,10251.9425,3743.2241,8646.1825,,,,,
324.9482,13127.9064,6347.6401,31429.6493,10540.9281,3480.6343,8634.6162,,,,,
324.9492,12103.6198,6158.5698,33410.6931,10609.5797,3474.2613,8300.7394,,,,,
324.9502,12047.0946,6268.8905,29693.3657,9222.1368,3609.9966,9697.7983,,,,,
324.9512,13163.6046,5915.5156,31419.1031,9107.7898,3553.7824,7926.6625,,,,,
324.9522,14919.7037,6042.6212,31863.3515,9438.0803,3706.8487,8492.1705,,,,,
324.9532,15846.0495,6981.4432,29850.5295,8806.4508,3299.9836,8792.1684,,,,,
324.9542,15015.5278,5752.0144,34332.5016,9422.3229,3125.0653,8362.3784,,,,,
324.9552,15829.8948,7350.6662,31374.9744,8383.8799,3362.0257,7921.0294,,,,,
324.9562,16039.2237,5873.9483,32950.9051,7594.6928,2869.9729,7909.3291,,,,,
324.9572,17077.7427,7520.1823,31658.1904,8474.0486,2648.2218,7337.5347,,,,,
324.9582,16969.3503,7757.2419,32280.2003,7847.0285,2793.27,7732.7391,,,,,
324.9592,19041.8026,7095.0807,33010.0282,7726.3235,2707.7988,8030.6859,,,,,
324.9602,17995.2036,5991.1212,31303.2099,7813.4251,2778.8934,8564.9991,,,,,
324.9612,20507.7006,7027.5893,30621.7375,6420.554,2852.9483,7947.0637,,,,,
324.9622,19581.7896,8717.85,29471.5041,7700.0921,2604.0991,8274.8057,,,,,
324.9632,20860.2055,7576.9675,31927.2201,6562.4086,2504.4645,9074.1467,,,,,
324.9642,22102.8215,7449.508,28210.2324,6729.6577,2079.5487,8476.9723,,,,,
324.9652,20686.1607,8050.1506,28265.111,6772.4702,2454.6842,8542.3444,,,,,
324.9662,21816.6582,7880.8493,28727.0619,5533.5046,2229.9949,9201.2428,,,,,
324.9672,23504.7537,8678.9577,27771.6803,5426.7843,2219.6608,9151.0071,,,,,
324.9682,20559.2745,8419.2794,27160.0265,5492.5985,1919.2212,10109.2422,,,,,
324.9692,23403.3481,8222.3743,24525.7774,5328.2916,2075.669,9491.8863,,,,,
324.9702,22807.2969,9000.3925,26823.9346,6016.0204,1804.83,9470.2108,,,,,
324.9712,21973.0542,8265.2323,23084.6574,4748.4497,1764.3341,10119.2267,,,,,
324.9722,22002.4163,9481.671,20218.5853,4828.162,1704.1948,9836.2893,,,,,
324.9732,25038.7172,9410.0433,20445.1274,4681.4638,1934.4568,10059.4369,,,,,
324.9742,20443.3926,9433.5657,20394.6586,5149.6456,1939.8952,9341.7847,,,,,
324.9752,22400.1964,9722.8411,20108.5439,4965.7635,1764.173,8935.9139,,,,,
324.9762,23089.0415,9755.0957,19129.6108,4516.1018,1643.5066,9948.0444,,,,,
324.9772,22567.6363,10779.5351,18304.9599,3859.7102,1572.9664,8873.4785,,,,,
324.9782,22663.0755,10105.8661,17447.2081,4324.971,1628.6277,9398.7395,,,,,
324.9792,23485.5096,10525.6126,19075.3966,3983.0877,1797.8244,10970.585,,,,,
324.9802,21461.127,10133.0784,15297.6953,3654.7574,1737.9292,8472.777,,,,,
324.9812,22043.7911,10797.6009,15042.0511,3748.7149,1701.2044,7748.6659,,,,,
324.9822,21382.0673,11180.8148,15147.9194,3595.2308,1576.4452,8578.6532,,,,,
324.9832,20514.1284,10271.7607,14952.6421,3164.3825,1968.7138,8584.6423,,,,,
324.9842,18904.5009,10860.1324,14157.457,3224.9247,1872.181,8596.642,,,,,
324.9852,20065.2569,10966.8929,13819.9669,3622.8172,1462.0163,7457.5562,,,,,
324.9862,18717.8347,10011.6857,12775.8361,3331.1823,1473.3189,7749.6207,,,,,
324.9872,18910.6853,10650.399,11920.2945,3222.6565,1492.7201,7185.2436,,,,,
324.9882,17742.5334,10214.88,11937.4388,2981.1491,1352.6361,7083.0429,,,,,
324.9892,14870.6563,9602.16,12254.0392,2804.9149,1519.9282,7049.9238,,,,,
324.9902,17076.5853,9383.1189,12548.2251,2618.0408,1700.8141,6147.1606,,,,,
324.9912,14372.7347,10589.7784,11254.4302,2762.0316,1590.114,6235.1324,,,,,
324.9922,16051.4814,10010.5007,11129.9006,2591.5408,1533.6217,6501.3092,,,,,
324.9932,14549.1843,9596.7705,11313.8039,2569.1915,1594.0288,6721.6363,,,,,
324.9942,13622.0675,10199.3704,10172.6811,2406.7264,1454.5327,5574.4437,,,,,
324.9952,12549.3336,9094.6018,11418.8485,2047.7362,1704.7566,6222.3967,,,,,
324.9962,13845.3819,9521.7083,11207.3715,1960.4134,1436.6407,5678.581,,,,,
324.9972,12742.4719,9509.0814,12235.7399,2132.4486,1494.1351,5953.4082,,,,,
324.9982,11531.2489,8598.3833,11386.2446,2302.4708,1640.3878,5498.8173,,,,,
324.9992,11970.6198,8358.6211,11051.1787,2009.3597,1632.7445,5679.7511,,,,,
325.0003,13113.3996,8490.8867,12612.9619,2196.7033,1466.3579,5511.0044,,,,,
325.0013,11541.8479,7495.1041,11857.43,1930.0484,1367.3398,5929.1254,,,,,
325.0023,13086.1848,7505.5514,11628.3218,1794.8682,1684.3022,5536.0771,,,,,
325.0033,13027.4795,7688.531,11836.528,2053.921,1735.3606,5802.208,,,,,
325.0043,12629.4914,7293.9903,12488.5122,2065.7387,1765.0333,4977.9213,,,,,
325.0053,12303.952,7131.3834,12679.7844,1827.1195,1716.1341,5971.3587,,,,,
325.0063,10745.221,6713.1835,13120.0723,1713.3255,1746.9354,6228.1481,,,,,
325.0073,12963.3796,6851.3948,12702.4065,1762.7296,1901.3371,5483.5683,,,,,
325.0083,13010.7181,5709.204,13271.8573,1616.4558,1746.4491,6343.9116,,,,,
325.0093,13957.0498,5783.2528,13102.3127,1644.6827,1962.1382,6638.8399,,,,,
325.0103,12873.8287,5643.9213,14073.98,1813.0103,1855.0807,6472.1034,,,,,
325.0113,13065.6529,5211.6788,13986.4949,1552.2707,2312.0518,7487.7927,,,,,
325.0123,14328.4907,4952.7453,13241.3037,1498.9361,2019.6632,6786.4964,,,,,
325.0133,15401.8495,5049.0869,13735.6128,1549.459,1983.69,7712.3564,,,,,
325.0143,13489.6253,5145.1089,13769.5785,1567.3579,2087.0197,8146.345,,,,,
325.0153,15322.2788,4336.5822,14648.3876,1545.5437,2924.9842,8836.5453,,,,,
325.0163,15939.1146,4497.2062,13713.8632,1436.5522,2498.4827,8611.0433,,,,,
325.0173,16324.9296,3742.7592,13856.2148,1603.2331,2650.3927,8931.3815,,,,,
325.0183,16125.5546,3564.3301,14298.5408,1491.5914,2579.7398,9892.4044,,,,,
325.0193,15832.535,3749.0187,14065.5533,1411.5603,2802.3153,10373.7562,,,,,
325.0203,16418.0969,3481.9204,13068.3483,1392.5366,2524.6776,10936.2223,,,,,
325.0213,18075.2729,3508.591,13636.2621,1366.4893,3245.4077,12180.0615,,,,,
325.0223,17210.3358,3316.7228,13336.7366,1602.2079,2931.9531,10787.8324,,,,,
325.0233,18436.0452,2951.0361,13500.7338,1471.3676,2955.174,12038.8155,,,,,
325.0243,19760.092,2803.3239,14342.3346,1409.2524,3410.6601,14066.9187,,,,,
325.0253,19092.5701,2990.9645,13539.5181,1035.4153,3348.3196,13732.9324,,,,,
325.0263,18789.105,2852.218,12984.6237,1450.7903,3533.7301,15472.944,,,,,
325.0273,19052.5896,2466.7121,13113.2963,1323.1778,3427.9056,15598.4711,,,,,
325.0283,21189.5139,2738.6365,13677.4592,1584.7382,3439.7771,14222.9095,,,,,
325.0293,21277.5971,2393.2674,11538.1775,1360.3265,3534.4487,17696.7323,,,,,
325.0303,21028.1782,2532.2137,12650.2818,1468.1781,4411.3886,17506.7945,,,,,
325.0313,24379.8936,2388.2849,11365.0144,1294.7258,3639.7933,17279.0539,,,,,
325.0323,22992.169,2196.4586,11594.414,1248.8208,4124.5869,18029.0088,,,,,
325.0333,23952.9942,2183.7249,10801.6208,1006.9895,4264.3375,18309.0413,,,,,
325.0343,23682.0602,2249.0109,9488.4051,1325.1686,4625.9943,18278.6667,,,,,
325.0353,22539.0718,2139.2043,10406.4376,1291.8703,4715.9226,21356.9592,,,,,
325.0363,25311.3658,1823.4578,9607.5962,849.6983,4727.7635,21588.7077,,,,,
325.0373,23294.0785,1997.3409,8337.7421,1258.0623,4989.9593,21402.311,,,,,
325.0383,23294.5856,1907.089,9028.5828,1432.0447,5628.3275,24986.338,,,,,
325.0393,25941.7384,2170.7518,8021.8499,1139.3485,5145.0386,23576.8495,,,,,
325.0403,24025.5681,1990.4955,9374.5558,1220.516,5556.974,25267.8143,,,,,
325.0413,26338.4881,1907.3513,7448.4095,1367.046,5587.4146,25709.0413,,,,,
325.0423,25838.1326,1876.1952,7260.1975,1342.5881,5791.201,24355.4249,,,,,
325.0433,25054.5315,1975.7437,8228.0163,1255.4046,5763.2394,25082.63,,,,,
325.0443,22545.164,1773.2434,7388.2687,1115.9086,6405.03,25344.3949,,,,,
325.0453,22915.0369,1850.346,7140.0609,1156.4359,6075.0255,26185.6663,,,,,
325.0463,24328.6301,1709.1696,6924.9231,1046.4702,6783.2461,26617.9596,,,,,
325.0473,22381.7659,1940.6309,6625.1215,1154.3452,6210.4538,23837.2555,,,,,
325.0483,22339.2927,1716.5769,6419.8646,1374.2937,6541.5012,25843.6836,,,,,
325.0493,21859.5401,1699.1569,5773.0693,1153.9543,6598.6159,25394.0497,,,,,
325.0503,23231.9667,2006.5867,5140.6716,1322.6705,7380.4149,24786.4784,,,,,
325.0513,22246.9742,2027.4178,5428.8401,1229.5589,7763.9025,26237.1498,,,,,
325.0523,19262.2986,1803.8389,5532.4871,1354.227,6604.9609,26094.0831,,,,,
325.0533,21453.0169,1870.0301,5467.8885,1349.3853,7797.1625,25280.9877,,,,,
325.0543,20171.7667,1756.7303,5082.502,1395.7082,7385.5367,25881.0401,,,,,
325.0553,18350.9618,1924.1826,4984.1741,1355.6209,7572.0563,25753.4104,,,,,
325.0563,17727.0743,1831.8586,5055.0454,1385.359,7857.0824,24950.1205,,,,,
325.0573,17379.9962,1862.9628,4812.9474,1401.1325,8174.428,24416.7455,,,,,
325.0583,13977.2629,1854.6855,5178.0322,1492.1906,8469.4219,25686.9266,,,,,
325.0593,15430.7895,1836.6305,4815.4988,1498.8852,8515.5504,24069.5971,,,,,
325.0603,14562.7961,1815.3103,4412.331,1270.1531,7974.3073,23575.3198,,,,,
325.0613,13098.5723,1866.846,4242.7011,1322.8778,7933.5565,23350.4554,,,,,
325.0623,12447.2368,2161.4974,5081.597,1517.1152,9209.2319,23820.6199,,,,,
325.0633,11703.626,1986.9582,4388.7332,1633.0469,7444.3985,23437.4585,,,,,
325.0643,10910.4729,2131.2065,4682.5069,1503.2156,8901.2171,24098.2584,,,,,
325.0653,11085.3307,2287.4066,4210.9542,1501.5644,8771.3336,24453.7418,,,,,
325.0663,10593.6023,1964.624,4344.0422,1735.8953,8597.6972,22905.9204,,,,,
325.0673,9017.2084,2438.6513,4649.3224,1676.8925,8937.5112,22725.1388,,,,,
325.0683,8793.5025,2442.0018,4525.0488,1739.7638,9209.7716,23270.2857,,,,,
325.0693,8177.678,2553.7969,4264.1298,2155.454,9514.9131,18952.614,,,,,
325.0703,8728.5759,2433.1885,4435.4877,2118.4426,7992.9412,22039.7819,,,,,
325.0713,7392.2484,2482.9038,4551.5645,1721.8059,8856.8304,20819.0244,,,,,
325.0723,6581.3142,2607.7729,5121.0232,2454.1927,8980.0452,20297.3157,,,,,
325.0733,6151.1596,3003.5895,4845.9822,1995.4709,9379.6506,19792.4965,,,,,
325.0743,5531.9395,2694.0298,4849.1512,2044.0652,8732.2501,21246.8416,,,,,
325.0753,5659.02,2929.9819,5463.873,2382.1558,9289.2906,21218.1258,,,,,
325.0763,5512.691,3204.4673,5523.4803,2593.3463,8357.2972,20288.5828,,,,,
325.0773,5526.4557,2729.1703,5867.418,2758.3418,8585.842,20704.8903,,,,,
325.0783,4587.5431,3114.2241,5796.601,2534.8139,8033.9419,20189.6159,,,,,
325.0793,4752.0804,2776.5343,6067.2424,3037.6209,9631.2531,19854.6118,,,,,
325.0803,4298.2742,3270.3144,6459.1548,3024.7102,8956.4433,19819.8083,,,,,
325.0813,4676.6779,3047.4248,6706.7242,3154.2439,8414.1574,19211.5191,,,,,
325.0823,3842.964,3261.7179,7409.1924,3628.6703,8568.612,19053.3604,,,,,
325.0833,3643.4755,3386.5927,7721.2923,3529.7683,8267.5843,18399.7515,,,,,
325.0843,3836.9839,3296.281,7999.2239,4010.628,9115.9184,17118.0602,,,,,
325.0853,3259.5172,3547.8769,8208.5021,4372.7015,9405.4249,18540.7309,,,,,
325.0863,3568.2309,4081.5608,9082.084,3985.4974,8994.1024,19140.2673,,,,,
325.0873,3178.2963,4029.3207,9223.2196,4341.1073,9937.5571,17292.0769,,,,,
325.0883,2869.6953,3880.25,9559.4028,4596.8636,8821.5369,19223.9341,,,,,
325.0893,2986.1028,4498.8419,8287.034,4364.1406,8205.978,16509.0124,,,,,
325.0903,2863.5588,4221.2113,9372.3242,5419.046,8582.3202,17763.2568,,,,,
325.0913,3114.9502,4199.496,10379.917,5169.9866,8635.4279,17864.1852,,,,,
325.0923,2753.3333,4664.3943,9767.4217,5688.5081,9040.5358,17051.9135,,,,,
325.0933,2965.6767,4510.1462,10317.4672,6064.1555,8328.4605,17364.3298,,,,,
325.0943,2813.9823,4219.4303,11440.884,6003.9245,8315.9422,16962.6654,,,,,
325.0953,2695.215,4250.8495,10853.1326,5995.0136,8755.6905,19147.2826,,,,,
325.0963,2588.3307,4994.1084,11669.0899,6617.305,8108.6259,18189.351,,,,,
325.0973,2587.3467,5015.2102,12056.466,6118.1848,8200.7698,17575.7251,,,,,
325.0983,2478.2126,4289.1687,10563.7613,6937.9164,7320.7932,19264.03,,,,,
325.0993,2762.5207,5266.2276,10842.9746,6864.1598,7873.2451,16829.4334,,,,,
325.1003,2417.023,5526.5686,10868.7317,7991.0057,8052.6585,18121.3908,,,,,
325.1013,2293.6129,5622.4588,11096.4682,7189.9657,8416.8136,20330.7515,,,,,
325.1023,2707.4807,5507.2018,11716.3257,7001.8767,7607.5079,18954.1603,,,,,
325.1033,2310.6251,5760.8795,11992.9771,6980.9276,7952.7399,18084.2999,,,,,
325.1043,2500.9094,5526.8838,10388.898,8106.3877,7234.0346,18077.6629,,,,,
325.1053,2463.808,5398.061,10143.4249,6972.3674,7225.1024,19132.5887,,,,,
325.1063,2407.2628,5624.2816,11846.424,7210.5779,8198.4095,18569.9553,,,,,
325.1073,2388.3782,6010.2072,11398.7916,7582.5329,7858.1907,18519.0771,,,,,
325.1083,2402.1845,6157.5319,10109.0878,7642.9482,7823.0098,16766.5281,,,,,
325.1093,2410.629,6233.1498,10489.9692,8109.5952,7122.5587,16978.233,,,,,
325.1103,2108.7442,6949.5066,9374.4352,7675.5565,6867.2952,17011.6124,,,,,
325.1113,2248.9263,6567.0286,9119.2143,7091.5235,6870.5801,15668.9689,,,,,
325.1123,2257.1522,5827.3924,9466.673,7847.7374,7143.7201,15634.9358,,,,,
325.1133,2267.8095,5848.5341,9080.2123,7579.9239,7293.1983,16789.9429,,,,,
325.1143,2060.8052,5566.9481,9641.5925,6593.8356,7121.4083,14773.3994,,,,,
325.1153,2166.3564,6413.3044,8965.2296,6717.8022,7066.9467,14692.9054,,,,,
325.1163,2066.2653,6198.4174,8688.5282,7099.2405,7175.7142,14879.5109,,,,,
325.1173,2067.5948,5964.7833,8696.5596,6684.3945,6901.5221,14503.4688,,,,,
325.1183,1986.4997,6986.7039,9129.857,7186.8577,7082.6398,14932.0049,,,,,
325.1193,1882.7041,6822.9111,7898.9695,7036.5608,5896.0031,12759.3203,,,,,
325.1203,2022.6067,5986.8871,8419.3912,6443.9759,6952.2351,12734.0646,,,,,
325.1213,2061.3211,6363.9993,8942.9388,5536.3312,7000.5352,11334.5399,,,,,
325.1223,1736.4211,6508.4379,9001.6831,6256.4938,7174.7484,12399.746,,,,,
325.1233,2080.66,6163.1801,9303.0284,6031.3091,6253.7851,12363.1661,,,,,
325.1243,2100.4635,6367.9218,9230.1347,5643.3608,6389.6582,12069.9568,,,,,
325.1253,2143.676,6219.2367,8122.3481,6630.7806,6884.1279,11701.1347,,,,,
325.1263,2034.6128,5548.2117,9074.764,6052.4197,6717.7659,11547.4011,,,,,
325.1273,1896.7409,6117.2205,9591.8782,5690.3015,6979.8421,11004.1205,,,,,
325.1283,2190.9963,6298.3537,8611.0786,5551.9828,6581.8939,10391.1433,,,,,
325.1293,1663.6031,5603.2045,9769.9472,5914.5004,6427.0307,11596.1656,,,,,
325.1303,2005.399,5703.7133,8609.1881,6107.2159,6675.1417,11597.0361,,,,,
325.1313,2246.6098,6087.6683,9782.6702,5483.6751,6683.2108,11340.9081,,,,,
325.1323,1858.1517,5855.928,9015.5476,5653.0563,5884.1516,13105.4659,,,,,
325.1333,2002.2828,5585.4839,10559.1935,5861.5319,5792.1261,11943.3762,,,,,
325.1343,1802.9773,5247.996,9597.1147,5758.9917,6535.033,13670.9516,,,,,
325.1353,2177.5835,5380.1665,9489.8597,6057.8863,5839.2204,14168.8542,,,,,
325.1363,2201.2505,5138.4357,10745.9818,5556.1605,6040.8995,12759.8201,,,,,
325.1373,1850.2104,4933.8442,11368.7456,6049.6819,5319.1309,12711.0576,,,,,
325.1383,2113.4119,5152.8261,11477.5485,6887.7147,5145.7332,13278.6269,,,,,
325.1393,2107.0265,5218.7264,12458.5654,6715.0185,5220.2799,13357.6097,,,,,
325.1403,1964.917,5468.4859,10267.882,6246.953,5851.8367,14278.5786,,,,,
325.1413,1905.4126,4845.8042,11745.9201,6029.5224,5973.2626,13578.3263,,,,,
325.1423,2006.6443,4887.8418,11230.6804,6051.5429,5663.608,13835.3573,,,,,
325.1433,2235.8595,5347.7835,12220.0196,5623.1751,5749.5358,12175.6791,,,,,
325.1443,2022.6483,5401.0729,12492.551,6930.1,4930.5373,13021.1165,,,,,
325.1453,1884.9062,4907.8849,12549.9912,5894.7791,5187.2457,12762.5644,,,,,
325.1463,2165.9228,5498.8237,12687.1603,6608.9337,4998.9423,13458.2175,,,,,
325.1473,2292.2783,4971.3336,13262.6791,6238.005,5407.0197,12094.924,,,,,
325.1483,2305.9326,5363.8301,13433.8488,6465.5498,4761.9424,13000.6346,,,,,
325.1493,2235.1105,4735.661,13434.8049,6423.8025,4726.2691,13198.3747,,,,,
325.1503,2261.0869,4835.385,13061.8784,6063.0818,4804.0394,12296.2869,,,,,
325.1513,2072.1575,5163.4502,12288.9665,6140.9572,4925.5095,12178.6453,,,,,
325.1523,2210.9394,5084.1688,13963.5033,6639.1047,4015.0034,11724.6504,,,,,
325.1533,2268.2033,5353.3006,13153.2659,5762.7563,4313.0749,10879.9458,,,,,
325.1543,2619.7442,5279.9067,13985.1617,5775.8958,3922.4766,9969.3051,,,,,
325.1553,2144.6073,5250.7585,14168.5098,6051.5656,4357.175,9561.4556,,,,,
325.1563,2386.1754,4493.1699,15196.8162,6567.3455,3499.7477,9706.4884,,,,,
325.1573,2675.7513,5328.8098,14256.7802,5819.5721,3073.666,9203.4571,,,,,
325.1583,2129.7584,5208.4999,13383.4772,5806.2438,3680.3447,9190.1271,,,,,
325.1593,2891.7651,5634.0926,15328.9793,5076.819,3462.2075,8559.5325,,,,,
325.1603,2582.9637,5079.1829,15301.2175,5590.3213,3100.9638,7655.0899,,,,,
325.1613,2292.5854,5112.4327,15292.9958,5411.5043,3337.8568,7869.1061,,,,,
325.1623,2530.9561,5170.4314,15966.0362,5213.0496,2948.4214,7819.8636,,,,,
