wavelength,Cycle_1_0,Cycle_2_0,Cycle_3_0,Cycle_4_0,Cycle_5_0,Cycle_6_0,,Peak Spectroscopy,,,
326.1575,20489.0619,3697.8443,4827.4545,3326.238,9335.7846,2604.9696,,,,,
326.1585,17475.8425,3182.9414,4863.8269,2948.7239,8012.9598,2570.1091,,,,,
326.1595,16588.0075,3453.1676,5073.1969,3289.4556,8652.1796,2355.8306,,,,,
326.1605,16406.3878,3178.899,5402.9319,3120.0223,7179.0024,2469.1409,,,,,
326.1615,17041.5036,3004.3211,6462.3732,3303.8365,7625.0899,2548.5738,,,,,
326.1625,16236.4121,3104.4718,6584.7124,3435.8112,6421.5957,2425.797,,,,,
326.1635,16228.4371,2975.3641,6367.9762,3384.3988,7193.0712,2123.4619,,,,,
326.1645,16399.1345,3160.6167,6958.9423,3276.6317,6422.6035,2377.6669,,,,,
326.1655,16295.1327,2869.2505,6886.2236,3580.1759,6265.4183,2170.0551,,,,,
326.1665,16294.7147,3061.8442,7532.7179,3727.164,6808.5303,2226.7909,,,,,
326.1675,15161.6904,2925.9428,7346.9167,3645.3705,6012.6035,2434.8457,,,,,
326.1685,15660.7412,2817.8615,8233.7364,3605.9268,5844.2779,2256.4511,,,,,
326.1695,15500.4626,2949.8469,7532.5304,4087.2076,5866.99,2388.6554,,,,,
326.1705,14482.6159,2783.6535,8279.7434,4002.8132,5274.6683,2417.5543,,,,,
326.1715,15228.0215,2722.3841,8274.6412,3820.2431,5024.6456,2032.0011,,,,,
326.1725,16236.1633,2239.8254,9572.2713,4122.2493,4845.8775,2037.1504,,,,,
326.1735,14223.4019,2581.1705,8690.6622,4539.7129,4692.472,2329.2939,,,,,
326.1745,13938.073,2382.7595,7972.3686,5011.7533,4317.6377,1888.2128,,,,,
326.1755,14530.729,2490.7118,10459.5624,4274.4003,4237.8791,2218.024,,,,,
326.1765,15150.5393,2152.4822,9706.0212,4668.077,4010.4476,2162.1409,,,,,
326.1775,15507.0903,2031.0706,9719.0877,5014.8699,3668.2866,2192.6403,,,,,
326.1785,15305.9387,2092.8295,10495.5595,5015.734,3262.7907,2245.5005,,,,,
326.1795,15533.1147,1809.2805,11399.0902,5419.3094,3348.0447,2215.3154,,,,,
326.1805,15401.2111,1868.5323,11127.6349,4928.6359,2783.4903,2662.4279,,,,,
326.1815,15470.4503,1658.7062,10931.255,4790.4322,2483.2905,2554.6611,,,,,
326.1825,16053.7578,1721.9387,10762.6173,5163.9425,2606.8505,2529.7093,,,,,
326.1835,16686.9767,2177.9782,11677.7224,5374.0939,2221.353,2747.6266,,,,,
326.1845,16312.4483,1834.2182,10416.8203,5763.7848,2510.2787,2372.6678,,,,,
326.1855,17636.1689,1499.0219,11521.3505,5413.5156,2239.2144,2707.899,,,,,
326.1865,17906.774,1277.7676,11781.8724,5952.7646,2007.9332,2883.6111,,,,,
326.1875,19513.3427,1466.2027,11044.5649,6179.4615,2006.504,3039.8582,,,,,
326.1885,19810.0348,1495.9247,10576.2043,6271.5337,1758.2929,2961.954,,,,,
326.1895,19692.1115,1659.268,10807.211,5855.8224,1723.9562,3251.6998,,,,,
326.1905,22186.2841,1299.5818,11059.8541,5663.7242,1657.2693,3216.5421,,,,,
326.1915,22534.5721,1677.1677,11859.9381,6197.2932,1483.0923,3412.6693,,,,,
326.1925,25617.4301,1171.6756,12114.052,7168.0045,1488.516,3679.0104,,,,,
326.1935,23356.2862,1486.9375,12521.9209,6198.2416,1679.4113,3471.5831,,,,,
326.1945,25903.2376,1170.4914,11381.0224,6458.6081,1582.8618,3690.4683,,,,,
326.1955,27021.53,1539.4325,11810.1347,6751.7788,1227.6943,3708.559,,,,,
326.1965,28643.1573,1393.882,12530.2575,6993.6211,968.1557,4194.8752,,,,,
326.1975,29025.2221,1253.4587,11949.0888,6488.9956,1103.0904,4111.4206,,,,,
326.1985,30193.8966,1057.4874,10697.9471,6444.5024,1320.3692,4543.6198,,,,,
326.1995,31235.2254,1287.378,11883.6754,6920.473,1147.7387,4539.1876,,,,,
326.2006,31658.8102,1118.1397,11381.4935,6666.8565,1108.6584,4675.236,,,,,
326.2016,34155.324,1161.6909,12608.808,6615.7555,986.2488,5077.7071,,,,,
326.2026,33718.6959,1241.6772,12219.9294,6616.0765,1280.3947,4956.1705,,,,,
326.2036,35419.2136,1151.3647,10649.0339,6240.1066,1014.4201,5316.4618,,,,,
326.2046,37378.2061,973.7728,12494.1966,7339.1361,1129.9975,5557.7676,,,,,
326.2056,38811.6002,1132.1987,11060.6987,5892.4798,1295.287,5117.239,,,,,
326.2066,35773.8516,1341.0971,11514.4003,6299.7706,1284.5645,5371.9325,,,,,
326.2076,35654.0599,955.1951,12118.8177,6729.6898,1240.4491,6541.5154,,,,,
326.2086,36666.9971,895.7914,10080.8497,6247.3298,1202.8705,6024.4869,,,,,
326.2096,37765.7195,963.9535,11181.9157,6144.3369,1348.1363,6489.4048,,,,,
326.2106,35902.4649,937.8175,10133.4627,6994.8307,1380.1031,6670.0323,,,,,
326.2116,39053.6451,1005.7117,9959.7156,7006.8534,1232.9321,7318.7316,,,,,
326.2126,31865.9756,1214.6878,10093.5426,7599.9683,1270.901,6587.5512,,,,,
326.2136,33931.949,1184.6565,9525.9102,7225.5926,1490.6666,7276.2809,,,,,
326.2146,37294.1404,1042.0117,8615.3128,6722.9501,1377.4129,7892.7841,,,,,
326.2156,34741.525,1005.9286,8842.0224,6622.1046,1533.4625,7429.6206,,,,,
326.2166,31195.8222,943.1747,8482.1859,6509.8387,1228.3071,7376.8691,,,,,
326.2176,33666.1741,1043.4005,8070.6444,6810.3136,1510.0552,8704.3365,,,,,
326.2186,31704.2607,1061.4977,7991.9864,6493.5792,1459.6174,8071.7628,,,,,
326.2196,32376.7702,1054.4718,7987.0279,6209.8574,1680.3144,8694.4516,,,,,
326.2206,31003.8564,990.7594,7545.5022,6471.0696,1685.9022,9033.8813,,,,,
326.2216,30460.2349,1029.3583,6881.4886,6887.0571,1629.27,8262.6589,,,,,
326.2226,28357.1582,990.3277,6880.6172,7308.8872,1618.931,10186.5142,,,,,
326.2236,29303.1299,1030.941,7088.8045,6804.2786,1808.5557,9450.778,,,,,
326.2246,26008.524,1101.7529,6884.6735,6888.6131,2000.2847,8814.2963,,,,,
326.2256,24930.635,986.2786,6110.1002,6662.7517,2186.9571,9598.8695,,,,,
326.2266,23017.3723,1026.0517,5394.1437,6606.1169,2219.8055,9577.1556,,,,,
326.2276,23417.5123,930.5162,5866.6067,6017.9855,2325.308,9886.803,,,,,
326.2286,22934.1852,938.2598,6088.5354,6030.2555,2283.3445,9086.5901,,,,,
326.2296,20704.5434,1034.3743,5193.2588,6511.7765,2281.4066,10001.5513,,,,,
326.2306,19527.6309,858.463,5717.629,6056.24,2241.5174,10586.9803,,,,,
326.2316,19734.009,1157.4871,5599.7368,5996.0587,2453.324,10687.6307,,,,,
326.2326,19296.3308,968.5271,5255.3619,6097.5668,2628.6648,10222.3942,,,,,
326.2336,18514.4489,850.9818,4966.0468,6401.3954,2567.4206,11462.0477,,,,,
326.2346,17107.2611,968.9279,4837.8301,6120.4437,2905.4552,10323.5796,,,,,
326.2356,15058.0791,950.7532,4364.6438,5979.1238,2812.6197,9829.0305,,,,,
326.2366,16010.2396,931.2788,4268.1044,5788.0628,2736.2626,11398.1826,,,,,
326.2376,15065.3515,1036.3294,4838.0627,5857.9796,2668.757,11345.484,,,,,
326.2386,13759.2074,773.2839,4824.2396,5616.4649,2771.3834,9839.4309,,,,,
326.2396,15794.3064,816.3739,4562.972,5812.2784,2650.9157,10325.2829,,,,,
326.2406,12847.351,804.3351,4752.8281,6173.0324,2867.3539,10218.6676,,,,,
326.2416,14317.3193,960.6191,4208.0936,5927.4303,3053.1319,9924.6026,,,,,
326.2426,13050.3846,871.9154,5143.5625,5643.8474,3065.878,9585.7128,,,,,
326.2436,13362.7683,1092.6967,4421.6531,5870.6057,3595.2374,10832.3461,,,,,
326.2446,12489.5029,851.0478,4779.0042,5899.8672,3218.8778,9905.1753,,,,,
326.2456,12518.9853,743.2295,5018.349,5021.6526,3452.6724,10503.7683,,,,,
326.2466,13579.1186,860.8193,4718.583,5600.3893,3586.5719,10331.2765,,,,,
326.2476,12002.7983,973.3298,4979.8424,5467.4594,3679.4585,10897.3359,,,,,
326.2486,11687.9065,780.7684,5572.1163,5224.6402,3400.0221,11077.1992,,,,,
326.2496,12525.8245,1081.1078,5552.786,5214.6356,3711.602,9698.7312,,,,,
326.2506,11864.0483,927.3971,5813.0745,4945.7718,3620.9557,10264.0953,,,,,
326.2516,12500.283,1116.8493,6866.5726,5360.3149,3844.9431,11143.6488,,,,,
326.2526,12071.3054,718.221,6609.6469,5626.8296,3737.073,11132.1472,,,,,
326.2536,12182.2497,951.4612,6710.6836,4891.1156,4398.1,9712.6827,,,,,
326.2546,12893.0744,880.1606,7191.0877,4803.6432,4467.1506,10637.5308,,,,,
326.2556,12616.2099,1077.2184,6911.6007,5011.0521,3778.3096,10795.4338,,,,,
326.2566,10989.391,992.8338,7319.0391,4767.6186,4191.1107,11059.5986,,,,,
326.2576,10458.2319,786.9527,8618.3826,4999.49,4865.6538,11094.6287,,,,,
326.2586,11007.2528,773.3493,9694.5919,4975.5047,4209.2714,10320.6725,,,,,
326.2596,12013.4795,885.7101,9465.5287,4951.0846,4595.7585,11437.0972,,,,,
326.2606,10029.851,938.5629,9478.2761,5517.845,4957.0576,12302.6189,,,,,
326.2616,10263.1647,846.1599,10243.0334,4832.0222,4919.8505,12272.6609,,,,,
326.2626,12315.2623,968.6796,10953.2568,4553.4815,5527.2508,12617.3657,,,,,
326.2636,11777.7657,929.1266,11115.8783,4499.4681,5097.6378,10932.0431,,,,,
326.2646,11623.6361,1012.2602,10322.2728,4705.9659,5399.1802,11421.0363,,,,,
326.2656,10445.3836,838.4712,12002.4071,4542.7312,5251.513,12593.7341,,,,,
326.2666,10238.9194,1050.7157,12272.3082,4727.9307,5891.6579,12699.7516,,,,,
326.2676,11890.3299,995.7431,12188.6296,4818.1917,5900.0985,11102.2897,,,,,
326.2686,10982.4429,1024.9136,11205.3983,4579.4054,6114.0342,12313.0377,,,,,
326.2696,9518.4034,941.5042,12275.2929,4581.7026,6031.2907,12618.9105,,,,,
326.2706,10349.3107,926.8798,11635.253,4731.1261,5790.9812,11952.9286,,,,,
326.2716,9951.1698,774.1042,11833.9204,4706.6775,5854.9938,11392.8521,,,,,
326.2726,8882.071,915.0233,11991.3785,4284.251,6068.406,11975.2469,,,,,
326.2736,8437.7754,866.0752,11986.9217,4219.5853,6368.0978,13143.8899,,,,,
326.2746,9984.642,847.692,10553.5483,4785.1064,6030.0017,12947.4625,,,,,
326.2756,9470.0435,850.4499,13027.4129,4371.0911,6595.9669,12501.6127,,,,,
326.2766,9594.8523,838.1804,10987.5832,4167.4997,7030.5032,12129.0595,,,,,
326.2776,9020.4267,895.0427,10710.979,4156.7987,6893.2804,11734.5739,,,,,
326.2786,8434.7958,1065.4598,10408.6965,4264.2545,6727.779,12325.1099,,,,,
326.2796,8963.1047,809.2243,10204.6004,5007.9507,6869.8033,11843.6701,,,,,
326.2806,8792.9977,955.0585,9670.3067,4508.2388,7072.3725,12797.6961,,,,,
326.2816,8259.2349,967.4987,8814.7774,4105.508,7663.854,10918.8844,,,,,
326.2826,8609.5551,858.8872,8811.3216,4340.5474,6852.1188,11558.5293,,,,,
326.2836,7999.5788,963.2916,9572.0918,4639.9356,6982.8418,10873.9763,,,,,
326.2846,7802.8547,1052.922,8766.4279,4663.6418,7116.7646,9508.6134,,,,,
326.2856,9049.7837,1061.8255,8735.3016,4343.3115,7514.2831,11594.6057,,,,,
326.2866,8825.3896,1195.7636,8275.5839,4446.0649,8133.7605,9309.4979,,,,,
326.2876,7866.6466,840.6215,7156.4655,4865.8443,7220.4039,11474.5887,,,,,
326.2886,8146.3936,1029.5533,8066.4284,4191.6751,6916.3873,10674.2377,,,,,
326.2896,7260.464,1127.502,7165.2121,4771.4658,7594.6755,9889.8986,,,,,
326.2906,7315.0216,1109.8494,6387.0802,4804.8091,7168.214,9737.779,,,,,
326.2916,7509.5987,1101.4271,6538.0066,4538.7907,7211.5698,9976.0836,,,,,
326.2926,7274.2928,959.3248,6629.8448,4937.9188,7254.7248,10764.4388,,,,,
326.2936,7030.771,973.7644,5979.5483,4565.8698,7385.8001,9512.1479,,,,,
326.2946,7691.1973,842.2043,5760.5058,5490.4997,7781.0779,9361.5778,,,,,
326.2956,6695.5437,1189.1624,6335.5438,5152.8999,7780.2084,8907.007,,,,,
326.2966,6696.9495,1028.1401,5991.2465,5335.2462,6685.5754,10084.3074,,,,,
326.2976,7386.5985,993.2748,5818.5403,4558.9295,6575.3628,10457.4867,,,,,
326.2986,7155.9547,768.3718,5790.8453,5137.8269,7319.3693,10226.9381,,,,,
326.2996,7258.6253,857.2443,6152.5015,5901.7365,7078.8972,11162.8439,,,,,
326.3006,6339.5722,954.3089,5418.2914,5577.1788,8125.9941,9987.9834,,,,,
326.3016,7092.4141,916.731,5440.2123,6433.713,7594.6894,10049.665,,,,,
326.3026,6644.0943,1171.9545,5093.1373,5784.9909,7007.3811,9864.5481,,,,,
326.3036,7367.7926,1244.305,5798.5818,5854.7824,7415.0812,10362.1346,,,,,
326.3046,6790.3989,1291.9918,5603.1493,6235.6423,7462.5918,9579.0662,,,,,
326.3056,6941.1941,1227.5386,5707.3145,6097.2822,7338.7295,9217.7315,,,,,
326.3066,7066.2313,1155.4561,5957.8043,6053.5436,6672.9287,9591.7434,,,,,
326.3076,6673.1367,1172.0868,5882.4714,6415.6219,7089.1566,10175.1502,,,,,
326.3086,7089.3425,1154.8829,5165.0511,6897.4753,6111.1861,9975.7049,,,,,
326.3096,6575.7975,773.0694,5491.2807,6855.0119,6542.0175,9328.2875,,,,,
326.3106,7022.0849,1080.1484,6072.9682,7232.6096,6611.9918,9456.8376,,,,,
326.3116,6225.5178,845.863,6526.3849,6778.6318,6476.6802,9239.693,,,,,
326.3126,6922.6386,1275.329,5925.8572,7450.5621,6593.8715,10493.0036,,,,,
326.3136,7345.6927,943.875,5825.3023,7930.5438,6748.6993,9507.6693,,,,,
326.3146,6764.8657,872.8714,6272.376,7276.6492,6197.0382,9408.52,,,,,
326.3156,7290.7174,1078.4918,5960.3846,7097.9284,6336.4195,8922.1703,,,,,
326.3166,7788.8561,1026.4363,6054.9972,7847.427,6184.6365,9099.5627,,,,,
326.3176,6645.5488,1044.549,5382.9635,7717.9788,5926.5545,8841.6358,,,,,
326.3186,7052.5,973.9399,6316.2258,8976.5041,5862.3605,9732.0064,,,,,
326.3196,7216.534,1280.8613,7023.8769,8050.6227,5868.5235,9270.1813,,,,,
326.3206,7001.054,1106.847,6894.858,7593.117,6001.4817,9577.8538,,,,,
326.3216,7417.2441,1087.1137,7820.5792,8035.1832,5767.4716,9165.4237,,,,,
326.3226,7812.4697,1093.1936,6644.3251,8082.8749,5407.9203,10131.3568,,,,,
326.3236,7371.192,1455.35,7538.9646,8318.8229,5749.7672,9973.6002,,,,,
326.3246,7590.3903,1071.7615,8943.9434,7546.8633,5452.1734,9351.3923,,,,,
326.3256,8208.3408,1142.1019,8335.6493,8662.2301,5097.7459,8984.6445,,,,,
326.3266,9085.5051,1127.5684,8428.8243,7709.3047,5137.2601,8446.39,,,,,
326.3276,6759.0935,1206.7336,8838.0395,8239.6741,4975.9559,8842.6176,,,,,
326.3286,8230.6907,1275.7572,9734.3959,7587.3424,5073.6257,9895.3836,,,,,
326.3296,8898.406,1402.4227,9840.4514,7832.0227,5459.3952,8038.4097,,,,,
326.3306,7908.7868,1269.3172,9968.7104,7557.6122,4868.0437,8634.4166,,,,,
326.3316,9734.1042,1380.7864,9953.1398,7481.8458,4836.3917,8192.1162,,,,,
326.3326,9305.9041,1423.6127,10216.7855,8838.843,4694.0665,9511.3549,,,,,
326.3336,9320.4587,1041.9692,10896.7539,7901.8369,4856.8321,8900.13,,,,,
326.3346,10181.6636,1318.3578,12462.6489,7413.2866,4413.1457,8968.6757,,,,,
326.3356,11392.0948,1692.0216,13216.2134,7232.3151,4524.6352,8747.5685,,,,,
326.3366,10800.0397,1381.6518,12826.6249,6668.8649,4754.8878,10474.1473,,,,,
326.3376,10243.164,1371.6795,12737.8387,7100.7738,4304.8618,8821.2221,,,,,
326.3386,10106.7963,1483.226,15935.06,6995.5241,4440.6504,8591.7045,,,,,
326.3396,10670.9468,1570.4768,14055.7511,6960.2222,4519.5796,9055.8135,,,,,
326.3406,11820.6769,1720.4145,16500.8634,6746.8793,4232.7761,9135.0145,,,,,
326.3416,12386.0647,1667.1807,16064.8816,7029.7033,4144.8441,8780.3278,,,,,
326.3426,11832.0204,1626.4177,17047.0072,6488.1427,4323.4697,8584.5244,,,,,
326.3436,12411.8636,1918.8096,15334.1908,5881.1023,4230.8146,8026.9155,,,,,
326.3446,12138.0886,1931.8745,15315.7565,6029.8132,4257.1616,8456.7164,,,,,
326.3456,11827.7187,2240.9244,17098.7754,6887.1748,4008.0662,9502.4988,,,,,
326.3466,11985.7279,1858.947,16557.4619,5955.8253,4196.3676,9600.1094,,,,,
326.3476,12921.6394,2238.7448,18383.7094,5234.1273,4003.5573,8909.1733,,,,,
326.3486,11404.7359,2437.2728,15750.6131,5559.5195,3465.9413,8527.1669,,,,,
326.3496,12091.0771,2279.6365,17703.9785,5455.7744,4002.6891,9457.0236,,,,,
326.3506,13323.3254,2518.7793,15070.1187,5601.9107,3415.4725,8669.5062,,,,,
326.3516,12966.2735,2418.3466,16846.8509,5284.7377,3939.0673,8979.9206,,,,,
326.3526,12635.2121,2558.2246,15974.0768,5354.4685,3898.7837,8303.2712,,,,,
326.3536,11762.0891,2921.9618,14828.5184,5007.8914,3739.8571,8383.3226,,,,,
326.3546,12731.4969,2959.8602,16774.3299,5119.0187,4108.5991,8670.7365,,,,,
326.3556,12424.9384,2666.9737,14150.6488,4848.9264,3597.8537,8332.271,,,,,
326.3566,13019.2321,2651.447,14053.7245,5166.7867,3652.9751,8308.2936,,,,,
326.3576,12010.8111,3359.8352,13558.4657,5418.9831,3726.9386,8857.7868,,,,,
326.3586,12623.8513,3388.682,13344.771,4568.1431,3398.2,7867.6711,,,,,
326.3596,11470.8388,3278.9558,11966.9272,5349.0683,3047.655,9215.4351,,,,,
326.3606,12313.1626,3559.9665,10962.1578,5670.226,3290.7281,8677.5817,,,,,
326.3616,12475.3442,3412.8071,11533.7502,4711.3697,3105.1509,8301.1421,,,,,
326.3626,12059.2918,3532.5429,10357.8723,4464.7355,3151.7537,7546.4714,,,,,
326.3636,10476.8902,3872.9124,10113.6687,4550.6507,3159.9661,7923.1359,,,,,
326.3646,11382.696,4060.9777,9847.5574,4865.0346,3164.8835,7883.1983,,,,,
326.3656,11356.0249,4220.2845,9394.3013,4798.3792,2936.4566,6824.4153,,,,,
326.3666,11406.4129,4135.427,8949.6382,5246.857,3124.8763,8058.4849,,,,,
326.3676,10300.0944,4354.2331,8183.1697,5296.5846,3228.2919,6196.3956,,,,,
326.3686,10876.9757,4652.2409,8223.4842,4854.3018,3241.0747,7616.0426,,,,,
326.3696,11263.6544,4555.5009,7686.7756,4877.1151,3169.0255,7842.693,,,,,
326.3706,10232.5632,4614.2058,6907.5198,4614.9744,3367.0391,7029.5627,,,,,
326.3716,10554.4102,4413.4458,6666.7537,5638.1224,3297.7668,7920.6591,,,,,
326.3726,10196.9265,4427.6571,6466.7325,5290.1042,3655.2018,7566.6578,,,,,
326.3736,10082.3718,4776.0268,6652.6562,5533.8545,3226.7623,8340.2267,,,,,
326.3746,9828.0901,4842.9045,6099.3551,5550.7065,2871.5077,7916.3758,,,,,
326.3756,9458.5389,4303.0259,5399.2233,5156.208,3486.7042,8266.224,,,,,
326.3766,8761.0818,5405.0516,6044.2048,5544.9797,3512.7091,8021.3919,,,,,
326.3776,8783.8734,5227.5409,5067.3461,5623.0194,3447.394,8228.819,,,,,
326.3786,9625.6968,5505.5808,4903.8095,5657.2806,3887.7993,8285.7209,,,,,
326.3796,9464.4233,5651.6476,4932.4592,5461.7336,4175.7197,9143.6962,,,,,
326.3806,8722.7209,5467.0035,5374.7396,5787.4257,4107.2074,8593.3369,,,,,
326.3816,9593.9078,5571.4114,5205.1967,5839.5185,4164.4702,9605.4208,,,,,
326.3826,8890.6409,6109.9826,4738.8643,5864.4636,4980.5785,9016.1012,,,,,
326.3836,8519.1663,5642.3035,5461.7399,6475.9166,4885.4018,9145.6934,,,,,
326.3846,7904.409,5755.4445,5077.2222,6430.2689,5157.8977,10494.6358,,,,,
326.3856,8946.4021,5725.2112,5130.1231,6847.3756,5082.2572,10155.6654,,,,,
326.3866,9371.2325,6619.7012,4396.7354,5709.1494,6082.8306,11384.3039,,,,,
326.3876,8879.9466,6472.8034,4779.7149,5534.1963,5824.2962,10854.1846,,,,,
326.3886,9037.9753,6659.9741,5087.6332,6883.7427,6665.4133,10571.99,,,,,
326.3896,9282.824,6450.8981,4638.6152,6081.6995,6845.8428,11595.2097,,,,,
326.3906,9461.0337,6400.7787,4792.0277,7748.4407,6782.7636,12423.1402,,,,,
326.3916,9596.2211,7147.4937,5226.2541,6320.477,7200.4294,11892.8706,,,,,
326.3926,8718.0762,6635.6452,5099.0493,6822.0822,8038.9095,11902.881,,,,,
326.3936,9189.9004,7101.9304,4826.1621,7604.6828,7070.3433,11021.8052,,,,,
326.3946,8856.2702,7634.4646,4815.3415,7297.307,8214.3003,12439.9089,,,,,
326.3956,8218.5188,6402.5143,5124.5781,6628.3719,8553.023,13359.5908,,,,,
326.3966,8704.2038,7428.8771,4334.9639,7022.906,8047.0207,12865.0098,,,,,
326.3976,8501.3971,7890.5946,5645.2825,7114.6546,8882.7776,12620.2226,,,,,
326.3986,9284.5769,7119.7024,5004.1768,7238.4976,10087.9072,12706.522,,,,,
326.3996,8858.4397,7491.0943,5606.2448,7204.9634,9618.6109,13177.5628,,,,,
326.4006,9490.4289,7971.4644,5613.8017,7818.1066,10897.0135,12155.969,,,,,
326.4016,9278.9986,7679.6712,5336.5196,7120.0301,9459.6718,13910.0159,,,,,
326.4026,9457.4236,8780.1096,5892.9121,7346.7581,10396.5607,12430.1376,,,,,
326.4036,9112.9158,8270.0041,6119.5081,7987.451,11099.8209,14608.4494,,,,,
326.4046,9026.7577,8672.6692,6342.4266,8326.7886,11009.0971,14279.6788,,,,,
326.4056,9655.142,8268.5999,5791.3988,8248.4094,10978.8461,13398.6503,,,,,
326.4066,10197.7434,7987.3257,6272.0149,8712.548,10709.5693,13308.7751,,,,,
326.4076,8432.4192,8866.6291,6132.8485,9102.8773,11022.9768,12522.7078,,,,,
326.4086,10074.3841,9741.587,6711.0943,8202.5163,11110.2388,13484.795,,,,,
326.4096,9472.0628,10043.0499,6206.8361,8566.5516,10877.3875,12673.3416,,,,,
326.4106,9811.4663,10181.823,6182.8512,9271.5882,10605.6243,11969.8404,,,,,
326.4116,10219.8979,10548.6825,7482.009,8944.1286,10743.9603,12188.9654,,,,,
326.4126,8769.8703,9917.2681,7548.2498,8918.5804,10855.7169,12104.4279,,,,,
326.4136,9269.4608,10390.8498,6741.3577,9200.3242,9250.2436,12023.1103,,,,,
326.4146,8928.7819,9792.1156,7015.1684,8715.0404,8835.3343,12006.0095,,,,,
326.4156,7290.5879,9661.0766,6760.7417,9737.1979,10103.9426,11567.2654,,,,,
326.4166,8246.0878,11433.0937,8155.1989,9979.5601,9411.9818,10688.0824,,,,,
326.4176,8832.2464,10773.7015,7805.9333,9566.6421,9204.8914,11533.5686,,,,,
326.4186,8920.5438,10984.5163,8724.5304,10004.6151,8011.3278,10436.0812,,,,,
326.4196,8584.256,10452.0076,8022.8896,9719.843,7257.6884,9071.8653,,,,,
326.4206,8844.773,10131.1044,8853.0183,10489.2197,9301.1885,10095.5483,,,,,
326.4216,8587.0177,9916.1568,9008.0682,10103.4779,7989.1449,10500.1862,,,,,
326.4226,8436.4635,10247.7312,8927.171,10145.6504,7723.7064,9426.3338,,,,,
326.4236,9369.603,11409.2053,8330.7604,10872.4748,7002.603,8067.9865,,,,,
326.4246,8215.1672,10834.2109,9477.139,10679.0965,6740.4033,10096.5453,,,,,
326.4256,8266.2837,10515.6602,9581.7241,9289.1089,6517.9577,10196.2453,,,,,
326.4266,8306.4703,10743.479,9697.8907,9309.186,6351.141,10261.7424,,,,,
326.4276,8676.6392,9798.5061,10015.7642,9687.9989,5890.992,9903.3434,,,,,
326.4286,8339.4071,11124.7474,10314.0076,11249.6118,5806.1339,9496.5292,,,,,
326.4296,8542.7041,11582.969,10599.9167,11177.6179,6046.1749,9445.3723,,,,,
326.4306,9007.2629,10229.4794,11756.9002,9729.2001,5694.6743,9464.2281,,,,,
326.4316,8523.6964,10797.4032,10060.1374,10370.3601,5574.5876,10668.2745,,,,,
326.4326,7857.9584,11031.0511,11410.2853,10804.9051,5543.4109,9790.5615,,,,,
326.4336,8186.9277,11361.7249,12203.7393,10831.9866,5436.9197,10058.5121,,,,,
326.4346,8194.3676,11582.1949,10876.847,9630.3621,5393.911,9999.6124,,,,,
326.4356,7785.5162,10660.3708,11639.6965,10842.4238,4949.0564,10299.4915,,,,,
326.4366,8146.6939,11894.8701,12016.6625,10518.5009,5111.5032,10684.0106,,,,,
326.4376,9468.9387,10389.1391,12234.8941,9005.6079,4818.9174,11550.968,,,,,
326.4386,8860.6553,10641.5058,10858.4825,10021.2576,4783.5475,11676.2138,,,,,
326.4396,7724.9697,9800.8088,12298.4624,9921.9317,4802.8647,11838.8754,,,,,
326.4406,8520.8764,11211.4942,11564.8123,10781.4908,4497.787,12938.3603,,,,,
326.4416,8795.7357,12235.2808,12311.657,10301.4681,4890.7837,12587.2702,,,,,
326.4426,8433.8298,11837.3778,13047.9879,10027.613,4311.0515,12643.5164,,,,,
326.4436,9726.8798,11453.4657,13521.5874,9251.0521,4627.3645,13124.9148,,,,,
326.4446,9491.7334,12339.7683,12122.1578,10506.762,4532.9721,13144.6407,,,,,
326.4456,8975.3039,12278.838,12982.916,9388.0129,4705.3739,14888.2046,,,,,
326.4466,8907.2681,12062.5462,12956.5162,8499.1802,4012.5868,15373.4559,,,,,
326.4476,9644.1594,12395.1759,13571.8562,9852.9667,4403.7557,15168.4221,,,,,
326.4486,9982.5264,11882.5499,13425.6168,8900.6647,4173.3442,15203.6299,,,,,
326.4496,10566.8842,12585.3999,13603.8383,9398.0419,3770.0634,16035.3543,,,,,
326.4506,9994.4684,12635.3531,13509.1656,7937.471,3752.2218,15759.4491,,,,,
326.4516,10808.6536,12326.6962,13918.5621,9084.3946,4474.5175,17583.8055,,,,,
326.4526,8917.8535,12884.1261,13753.6644,8565.1615,3720.7211,17886.8429,,,,,
326.4536,10466.8786,14171.0775,13062.1566,8146.867,3663.3568,17173.5702,,,,,
326.4546,11094.2117,14380.8901,13096.1101,8567.3858,3638.993,19260.02,,,,,
326.4556,10699.9741,15091.9552,12336.8975,8088.1757,3833.9776,16872.484,,,,,
326.4566,10627.8196,14351.5034,13443.3852,7539.098,3425.2843,19347.8487,,,,,
326.4576,10982.8635,13147.6321,12790.5471,8961.583,2982.967,20640.5566,,,,,
326.4586,10663.8931,13500.7516,14077.0617,7644.1614,3457.5939,20021.6989,,,,,
326.4596,11061.5899,13182.1915,13731.6699,8269.3325,3439.5479,19090.9041,,,,,
326.4606,10923.8269,13061.7289,12139.0428,8137.6355,3147.491,21174.1479,,,,,
326.4616,10620.5712,15604.2605,13243.9238,7091.2282,2858.0152,18546.3851,,,,,
326.4626,10024.532,15324.6388,13720.109,7780.4894,2835.0069,20159.264,,,,,
326.4636,9379.0827,14247.4593,12982.3026,7331.9846,2710.769,19082.7841,,,,,
326.4646,10115.0714,14670.3877,13027.2147,6792.751,2935.8087,18991.1404,,,,,
